ID,Sports,Interview Text,Speaker,Type,Labels,text_length,cleaned_text,tokens
374,Baseball,"We trust our players here. You hear a lot of people like me sit up here and say that, We trust our players, and give them the opportunity.",AJ HINCH,Team,5,138,trust player hear lot people like sit say trust player give opportunity,"['trust', 'player', 'hear', 'lot', 'people', 'like', 'sit', 'say', 'trust', 'player', 'give', 'opportunity']"
375,Cricket,"Yeah, the coaches always emphasise on bowling on the right place and right spot and right length and line and length.",RITU MONI,Team,1,117,yeah coach always emphasise bowling right place right spot right length line length,"['yeah', 'coach', 'always', 'emphasise', 'bowling', 'right', 'place', 'right', 'spot', 'right', 'length', 'line', 'length']"
376,Baseball,"That's a tough call. I haven't even looked at schedule yet, but I know we play good baseball, and we got to stay healthy, but I think we're better than what people think, that's for sure.",CHARLIE MONTOYO,Team,5,187,tough call even looked schedule yet know play good baseball got stay healthy think better what people think sure,"['tough', 'call', 'even', 'looked', 'schedule', 'yet', 'know', 'play', 'good', 'baseball', 'got', 'stay', 'healthy', 'think', 'better', 'what', 'people', 'think', 'sure']"
377,Baseball,"Something we did as an organization is we sent a group of professionals to Puerto Rico to work with him in different areas, training areas, and he was very receptive with all the information.",CARLOS BELTRAN,Team,7,191,something organization sent group professional puerto rico work different area training area receptive information,"['something', 'organization', 'sent', 'group', 'professional', 'puerto', 'rico', 'work', 'different', 'area', 'training', 'area', 'receptive', 'information']"
378,Baseball,"No, I'm a genuine guy, and it's really easy in this game, especially players. They see through the people that are fake or BS. I don't think that will be a problem for me.",DAVID ROSS,Team,5,171,genuine guy really easy game especially player see people fake think problem,"['genuine', 'guy', 'really', 'easy', 'game', 'especially', 'player', 'see', 'people', 'fake', 'think', 'problem']"
379,Golf,"Today was a much better day, yeah.  Eight birdies and felt great out there.  Nice to post a 65 up there and try and catch some of the leaders.",KATHERINE KIRK,Individual,2,142,today much better day yeah eight birdie felt great nice post try catch leader,"['today', 'much', 'better', 'day', 'yeah', 'eight', 'birdie', 'felt', 'great', 'nice', 'post', 'try', 'catch', 'leader']"
380,Tennis," I prefer to leave it a secret because I'd like it to be working for me for more and more weeks and months and years, so I am not going to tell you that.  Sorry.",HELENA SUKOVA,Individual,1,161,prefer leave secret would like working week month year going tell sorry,"['prefer', 'leave', 'secret', 'would', 'like', 'working', 'week', 'month', 'year', 'going', 'tell', 'sorry']"
381,Baseball,They didn't win 106 games for nothing. They'll really good. They've got a well-balanced lineup. Their pitching is good. Their bullpen gets out. We knew this coming in.,DAVE MARTINEZ,Team,4,167,win game nothing really good got wellbalanced lineup pitching good bullpen get knew coming,"['win', 'game', 'nothing', 'really', 'good', 'got', 'wellbalanced', 'lineup', 'pitching', 'good', 'bullpen', 'get', 'knew', 'coming']"
382,Baseball,"We're very pleased with the way he played. Obviously, the errors aren't part of the equation, but when you start looking at metrics and what he does range-wise, he's very solid. He's very solid.",ALEX CORA,Team,2,194,pleased way played obviously error part equation when start looking metric what rangewise solid solid,"['pleased', 'way', 'played', 'obviously', 'error', 'part', 'equation', 'when', 'start', 'looking', 'metric', 'what', 'rangewise', 'solid', 'solid']"
383,Volleyball,"We're happy to be back at the Final Four. Excited for our match on Thursday. Been a great year for us, and wonderful to be playing some of the best volleyball here at the end.",HUGH McCUTCHEON,Team,5,175,happy back final four excited match thursday great year wonderful playing best volleyball end,"['happy', 'back', 'final', 'four', 'excited', 'match', 'thursday', 'great', 'year', 'wonderful', 'playing', 'best', 'volleyball', 'end']"
384,Baseball,"No, no. We have not. And I think it's probably something he would be open to. We have started talking about a little bit, but right now we have a focus on getting healthy and working hard at third base.",AARON BOONE,Team,3,202,think probably something would open started talking little bit right focus getting healthy working hard third base,"['think', 'probably', 'something', 'would', 'open', 'started', 'talking', 'little', 'bit', 'right', 'focus', 'getting', 'healthy', 'working', 'hard', 'third', 'base']"
385,Tennis, I- wasn't- worried about the other guys in the draw.  Just concerned about my matches and what I was going to do to prepare and stay focused.  Last two weeks I did a pretty good job of that.,PETE SAMPRAS,Individual,2,191,worried guy draw concerned match what going prepare stay focused last two week pretty good job,"['worried', 'guy', 'draw', 'concerned', 'match', 'what', 'going', 'prepare', 'stay', 'focused', 'last', 'two', 'week', 'pretty', 'good', 'job']"
386,Golf,"It's about seven, eight hours.  I'd skip school on Friday and go down.  I missed my fair days of school.",CHARLES HOWELL III,Individual,7,104,seven eight hour would skip school friday missed fair day school,"['seven', 'eight', 'hour', 'would', 'skip', 'school', 'friday', 'missed', 'fair', 'day', 'school']"
387,Tennis," Well, sure she's a great player.  She has been at the top before, and, you know, she knows how to win and, you know, there is no question.  I think she plays -- is it Graf?",LINDSAY DAVENPORT,Individual,2,173,well sure great player top know know how win know question think play graf,"['well', 'sure', 'great', 'player', 'top', 'know', 'know', 'how', 'win', 'know', 'question', 'think', 'play', 'graf']"
388,Cricket,It's just tactically just to break the momentum because she was getting bat on ball and just to slow the game down for us as well.,NARUEMOL CHAIWAI,Team,1,130,tactically break momentum getting bat ball slow game well,"['tactically', 'break', 'momentum', 'getting', 'bat', 'ball', 'slow', 'game', 'well']"
389,Tennis," Yeah, first time.  Sometimes they defaulted at the beginning of the tournament, but not beginning so close to the quarterfinals or semifinals.  It is the first time.",ARANTXA SANCHEZ VICARIO,Individual,7,166,yeah first time sometimes defaulted beginning tournament beginning close quarterfinal semifinal first time,"['yeah', 'first', 'time', 'sometimes', 'defaulted', 'beginning', 'tournament', 'beginning', 'close', 'quarterfinal', 'semifinal', 'first', 'time']"
390,Auto Racing,"  Yeah, it's actually a good influx of really good people.  It will just help on the engineering side of things.  Obviously you've got a bigger crew to pick from as far as crews.",WILL POWER,Blended,7,178,yeah actually good influx really good people help engineering side thing obviously got bigger crew pick far crew,"['yeah', 'actually', 'good', 'influx', 'really', 'good', 'people', 'help', 'engineering', 'side', 'thing', 'obviously', 'got', 'bigger', 'crew', 'pick', 'far', 'crew']"
391,Tennis,"  I happy to be in that position.  I am not thinking about if I am surprised or not.  I am very, very happy.",HELENA SUKOVA,Individual,7,108,happy position thinking surprised happy,"['happy', 'position', 'thinking', 'surprised', 'happy']"
392,Basketball,"  Interestingly enough, it's never like this day of decision.  I just kind of start working out and I see how I feel.  I wish I could give you more, and I'm not trying to be elusive.",SUE BIRD,Team,7,182,interestingly enough never like day decision kind start working see how feel wish could give trying elusive,"['interestingly', 'enough', 'never', 'like', 'day', 'decision', 'kind', 'start', 'working', 'see', 'how', 'feel', 'wish', 'could', 'give', 'trying', 'elusive']"
393,Tennis," Yeah, I mean, I worked also a lot my physical, so I know I have now maybe one of the best also.",CEDRIC PIOLINE,Individual,2,96,yeah mean worked also lot physical know maybe one best also,"['yeah', 'mean', 'worked', 'also', 'lot', 'physical', 'know', 'maybe', 'one', 'best', 'also']"
394,Cricket,"No, that's where the ball went. As soon as I try to premeditate, I usually lose my wicket. So I have a saying, see ball hit ball, and that's something that I did today.",LIZELLE LEE,Team,2,168,where ball went soon try premeditate usually lose wicket saying see ball hit ball something today,"['where', 'ball', 'went', 'soon', 'try', 'premeditate', 'usually', 'lose', 'wicket', 'saying', 'see', 'ball', 'hit', 'ball', 'something', 'today']"
395,Cricket,"Yeah, of course it's a worry. I think any Team worries when their senior players aren't performing. Obviously there are things that we can go back and look at, but obviously that hurts.",SHAKERA SELMAN,Team,2,185,yeah course worry think team worry when senior player performing obviously thing back look obviously hurt,"['yeah', 'course', 'worry', 'think', 'team', 'worry', 'when', 'senior', 'player', 'performing', 'obviously', 'thing', 'back', 'look', 'obviously', 'hurt']"
396,Football,"That is extremely important for us in offense.  To be as successful as we need to be, we need to have both parts of our game going, and, you know, January 3rd, we intend to have a great time.",JOSH HEUPEL,Team,1,191,extremely important offense successful need need part game going know january intend great time,"['extremely', 'important', 'offense', 'successful', 'need', 'need', 'part', 'game', 'going', 'know', 'january', 'intend', 'great', 'time']"
397,Baseball,"I'm not sure what the answer to that question is. The most direct and easiest way to answer is probably to win more baseball games, and how many more? I'm not quite sure.",GABE KAPLER,Team,1,170,sure what answer question direct easiest way answer probably win baseball game how many quite sure,"['sure', 'what', 'answer', 'question', 'direct', 'easiest', 'way', 'answer', 'probably', 'win', 'baseball', 'game', 'how', 'many', 'quite', 'sure']"
398,Tennis," Well, what can you do when you have a rain like that?  There is not much you can do and when you want to stick to the schedule, it is what you try to did, just hope for the best.",HELENA SUKOVA,Individual,7,179,well what when rain like much when want stick schedule what try hope best,"['well', 'what', 'when', 'rain', 'like', 'much', 'when', 'want', 'stick', 'schedule', 'what', 'try', 'hope', 'best']"
399,Golf,I put that out of my mind a long time ago.  I could have sat in my den a lot of times and gotten mad at Trey for that ridiculous drop on Sunday.,LOREN ROBERTS,Individual,7,144,put mind long time ago could sat den lot time gotten mad trey ridiculous drop sunday,"['put', 'mind', 'long', 'time', 'ago', 'could', 'sat', 'den', 'lot', 'time', 'gotten', 'mad', 'trey', 'ridiculous', 'drop', 'sunday']"
